Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,,
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892053GGA10743UN,VSDF17000733,SW-L3A,"-8,640.00",VNG-S,DC วังน้อย,2017-04-27
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,3F20892053GGA30600EC,VSDF17000734,SW-L3A,-800,VNG-S,โกดังอุตสาหกรรมพรมไทย,2017-04-27
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,3F21293053GGA10700SI,VSDF17000735,SW-L3A,-294,VNG-S,โกดังอุตสาหกรรมพรมไทย,2017-04-27
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,2F11293053GGA10622EC,VSDF17000736,SW-LFA,-875,VNG-S,โกดังอุตสาหกรรมพรมไทย,2017-04-27
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,2F20892053GGA10620EC,VSDF17000737,SW-LFA,"-4,000.00",VNG-S,โกดังอุตสาหกรรมพรมไทย,2017-04-27
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,2F21293053GGA30728EC,VSDF17000738,SW-LFA,-987,VNG-S,โกดังอุตสาหกรรมพรมไทย,2017-04-27
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA10700HF,VSDF17000739,SW-L3A,-960,VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA10723HF,VSDF17000739,SW-L3A,"-5,624.00",VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA30728HF,VSDF17000739,SW-L3A,-968,VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA30160HF,VSDF17000739,SW-L3A,-200,VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA30719HF,VSDF17000739,SW-L3A,-116,VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,3F20892053GGA10670HF,VSDF17000740,SW-L3A,"-8,640.00",VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,2017-04-29
บริษัท เอช.ที.บอร์ด จำกัด,Sales order,On order,3F20892051GGA30727BO,VSDF17000741,SW-L3A,"-4,800.00",VNG-S,H.T.บอร์ด (ชลบุรี),2017-05-02
บริษัท เอช.ที.บอร์ด จำกัด,Sales order,On order,2F20892051GGA30728BO,VSDF17000741,SW-LFA,"-3,840.00",VNG-S,H.T.บอร์ด (ชลบุรี),2017-05-02
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,2F21293053GGA20641BO,VSDF17000742,SW-LFA,"-5,950.00",VNG-S,โกดัง MMK.,2017-04-29
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,2F21293053GGA20641BO,VSDF17000743,SW-LFA,"-5,950.00",VNG-S,โกดัง MMK.,2017-04-29
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,2F21293053EGA10654BO,VSDF17000744,SW-LFA,"-5,950.00",VNG-S,โกดัง MMK.,2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002237,SW-LPA,"-1,100.00",VNG-S,รับเอง-ดูโฮม (สาขาขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002237,SW-LPA,-255,VNG-S,รับเอง-ดูโฮม (สาขาขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002238,SW-LPA,-510,VNG-S,รับเอง-ดูโฮม (สาขาอุบลฯ),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002238,SW-LPA,-490,VNG-S,รับเอง-ดูโฮม (สาขาอุบลฯ),2017-04-26
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,1PPN150200P1137,VSDO17000196,SW-LAA,-700,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-04-27
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,1PPN150200P9333,VSDO17000196,SW-LAA,-70,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-04-27
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,1PPN150200P2017,VSDO17000196,SW-LAA,-210,VNG-S,บริษัท ทรัพย์ลีลา จำกัด,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M7100,VSDO17000199,,-210,VNG-S,ร้านยิ่งเจริญเฟอร์นิเจอร์ (อำนาจเจริญ),2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9200,VSDO17000199,SW-LAA,-280,VNG-S,ร้านยิ่งเจริญเฟอร์นิเจอร์ (อำนาจเจริญ),2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5501,VSDO17000199,SW-LAA,-280,VNG-S,ร้านยิ่งเจริญเฟอร์นิเจอร์ (อำนาจเจริญ),2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5400,VSDO17000199,SW-LAA,-280,VNG-S,ร้านยิ่งเจริญเฟอร์นิเจอร์ (อำนาจเจริญ),2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000454,SW-LMA,-136,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000454,SW-LMA,-330,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS040012302450,VSDS17000454,SW-LMA,-250,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS180012302450,VSDS17000454,SW-LMA,-56,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002239,SW-LPA,-70,VNG-S,รับเอง - โฮมฮับ (ขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002240,SW-LPA,-170,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002240,SW-LPA,-70,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002241,SW-LPA,"-1,650.00",VNG-S,T.M.P,2017-04-28
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002242,SW-LPA,-110,VNG-S,T.M.P,2017-04-29
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002242,SW-LPA,"-1,540.00",VNG-S,T.M.P,2017-04-29
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9122,VSDO17000200,SW-LAA,-560,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5619,VSDO17000201,SW-LAA,-420,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5501,VSDO17000201,SW-LAA,-280,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9200,VSDO17000202,SW-LAA,-210,VNG-S,รับเอง-โฮมฮับ (สาขาขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5501,VSDO17000202,SW-LAA,-210,VNG-S,รับเอง-โฮมฮับ (สาขาขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5619,VSDO17000202,SW-LAA,-70,VNG-S,รับเอง-โฮมฮับ (สาขาขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PM2025200H9200,VSDO17000203,SW-LAA,-392,VNG-S,รับเอง - โฮมฮับ (ขอนแก่น),2017-04-26
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG180012302450,VSDP17002243,SW-LPA,-240,VNG-S,DOHOME -พระราม 2 (สาขาพระราม 2),2017-04-26
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,3F20892053EGA11304BO,VSDF17000745,SW-L3A,"-8,640.00",VNG-S,โกดัง MMK.,2017-05-03
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,3F20892053EGA11304BO,VSDF17000746,,"-8,640.00",VNG-S,โกดัง MMK.,2017-05-03
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,3F20892053GGA10732BO,VSDF17000747,SW-L3A,"-8,640.00",VNG-S,โกดัง MMK.,2017-05-03
บริษัท โก อินคอร์ปอเรชั่น จำกัด,Sales order,On order,2F21293053EGA10654BO,VSDF17000748,SW-L3A,"-5,950.00",VNG-S,โกดัง MMK.,2017-05-03
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP225027720610,VSDL17000573,SW-LUA,-126,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-04-28
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LMF16021110150,VSDL17000574,SW-LUA,-195,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-04-28
บริษัท คอมฟี่ ฟร็อก จำกัด,Sales order,On order,3LP212022210120,VSDL17000575,SW-LUA,-170,VNG-S,"อ.แกลง ระยอง + ค่าขนส่ง 4,000.-",2017-04-29
บริษัท คอมฟี่ ฟร็อก จำกัด,Sales order,On order,3LP216022210120,VSDL17000575,SW-LUA,-780,VNG-S,"อ.แกลง ระยอง + ค่าขนส่ง 4,000.-",2017-04-29
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002244,SW-LPA,-210,VNG-S,พร้อม MDF,2017-04-28
บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด,Sales order,On order,1PB01GG150012302450,VSDP17002245,SW-LPA,-700,VNG-S,บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด,2017-04-28
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892053GGA30510UN,VSDF17000749,SW-L3A,"-8,920.00",VNG-S,DC วังน้อย,2017-04-28
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892051GGA30727BO,VSDF17000749,SW-L3A,"-6,400.00",VNG-S,DC วังน้อย,2017-04-28
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,2F21293053GGA30110UN,VSDF17000749,SW-LFA,-63,VNG-S,DC วังน้อย,2017-04-28
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892053GGA20710UN,VSDF17000749,SW-L3A,"-1,440.00",VNG-S,DC วังน้อย,2017-04-28
บมจ.อุตสาหกรรมพรมไทย,Sales order,On order,3F21293053EGA10620EC,VSDF17000750,SW-L3A,"-5,950.00",VNG-S,ศาลาว่าการ กทม. 2,2017-05-02
บจก.ดูราฟลอร์,Sales order,On order,2F21293053GGA20710DU,VSDF17000751,SW-LFA,"-5,950.00",VNG-S,โกดังนวนคร,2017-05-02
บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน),Sales order,On order,1PB02GG190012302450,VSDP17002223,SW-LPA,-330,VNG-S,บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน),2017-04-28
บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด,Sales order,On order,1PB01GG250012302450,VSDP17002245,SW-LPA,-84,VNG-S,บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด,2017-04-28
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17002246,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-04-27
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17002247,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-04-27
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012301950,VSDP17002248,SW-LPA,-840,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-04-27
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP219022210400,VSDL17000576,SW-LUA,-110,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP225024420500,VSDL17000577,SW-LUA,-38,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP216024420500,VSDL17000579,SW-LUA,-130,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LM212021010120,VSDL17000580,SW-LUA,-340,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LM425021010120,VSDL17000581,SW-LUA,-84,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP116021010120,VSDL17000582,SW-LUA,-65,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บจก.วีอาร์ เดคคอร์ แอนด์ อินทีเรียร์,Sales order,On order,3F20892053EGA10625AZ,VSDF17000752,SW-L3A,"-8,640.00",VNG-S,โครงการ IDEO สุขุมวิท 115,2017-05-03
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002249,SW-LPA,-990,VNG-S,รับเอง - ดูโฮม (สาขาอุดรฯ ),2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002249,SW-LPA,-510,VNG-S,รับเอง - ดูโฮม (สาขาอุดรฯ ),2017-04-27
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP219022210400,VSDL17000578,SW-LUA,-55,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-04-28
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG180012302450,VSDP17002250,SW-LPA,-240,VNG-S,ส่ง ดูโฮม (สังสิตคลอง 7) สาขาอุบลฯ,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17002250,SW-LPA,-550,VNG-S,ส่ง ดูโฮม (สังสิตคลอง 7) สาขาอุบลฯ,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002251,SW-LPA,-255,VNG-S,ส่ง ดูโฮม (สังสิตคลอง 7) สาขาโคราช,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5400,VSDO17000204,SW-LAA,-140,VNG-S,แสงสว่างเฟอร์น (ชัยภูมิ),2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M6800,VSDO17000204,SW-LAA,-210,VNG-S,แสงสว่างเฟอร์น (ชัยภูมิ),2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M7100,VSDO17000204,SW-LAA,-140,VNG-S,แสงสว่างเฟอร์น (ชัยภูมิ),2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M6800,VSDO17000205,SW-LAA,-140,VNG-S,มนัสเฟอร์ฯ + พร้อมรับจ้างปิด,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5400,VSDO17000205,SW-LAA,-140,VNG-S,มนัสเฟอร์ฯ + พร้อมรับจ้างปิด,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M7100,VSDO17000205,SW-LAA,-140,VNG-S,มนัสเฟอร์ฯ + พร้อมรับจ้างปิด,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000457,SW-LMA,-68,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,4MBP2FS090012302450,VSDS17000457,SW-LMA,-220,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17002252,SW-LPA,-85,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17002252,SW-LPA,-70,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PM2025200A5619,VSDO17000206,SW-LAA,-395,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PM2025200A6610,VSDO17000206,SW-LAA,-395,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M5501,VSDO17000207,SW-LAA,-70,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M6701,VSDO17000207,,-210,VNG-S,รับเอง-โฮมฮับ(สาขาอุดรธานี) ใช้ใบชั่วคราว,2017-04-27
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP116021110120,VSDL17000583,SW-LUA,-845,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-02
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP119021110120,VSDL17000584,SW-LUA,-715,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-05-02
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10639CR,VSDF17000753,SW-L3A,"-5,280.00",VNG-S,DC วังน้อย,2017-05-02
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10611CR,VSDF17000753,SW-L3A,"-1,920.00",VNG-S,DC วังน้อย,2017-05-02
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,3F20892053GGA10670CR,VSDF17000753,SW-L3A,"-1,440.00",VNG-S,DC วังน้อย,2017-05-02
บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17000458,SW-LMA,"-1,020.00",VNG-S,บริษัท ยู.โอ.ที.เทรดดิ้ง จำกัด,2017-04-29
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892051GGA30718BO,VSDF17000754,SW-L3A,"-15,360.00",VNG-S,DC วังน้อย,2017-04-29
บริษัท เอสซีจี ซิเมนต์-ผลิตภัณฑ์ก่อสร้าง จำกัด,Sales order,On order,3F20892051GGA10732BO,VSDF17000754,SW-L3A,"-2,000.00",VNG-S,DC วังน้อย,2017-04-29
