Name,Reference,Issue status,Invoice,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท ฟลอร์เอฟเวอร์ จำกัด,Sales order,On order,,3F20892051GGA30611BO,VSDF17000967,SW-L3A,"-8,640.00",VNG-S,โครงการ L-Park เพชรเกษม 98 เฟส 2,06/05/17,06/01/17,คุณสันติ์สิทธิ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02NG180012302450,VSDP17002895,SW-LPA,-360,VNG-S,S.P.ลามิเนท (ไทโยเฟอร์นิเทค) - ใบชั่วคราวส่ง,06/05/17,06/01/17,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS090012302450,VSDS17000585,SW-LMA,-220,VNG-S,TMP - เช้า ๆๆๆๆ,06/02/17,06/01/17,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS090012302450,VSDS17000585,SW-LMA,"-1,430.00",VNG-S,TMP - เช้า ๆๆๆๆ,06/02/17,06/01/17,คุณวัชรชัย
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,,4MBP2FS060012302450,VSDS17000586,SW-LMA,"-2,310.00",VNG-S,ทรัพย์ลีลา **รอเซลส์แจ้งส่ง**,06/01/17,06/01/17,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,3LP112021110120,VSDL17000759,SW-LUA,-85,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,06/01/17,คุณไกรฤกษ์
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,,1PPN150200M9333,VSDO17000263,SW-LAA,-630,VNG-S,รับเอง-ใบชั่วคราว,06/01/17,06/01/17,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,,1PPN150200P2017,VSDO17000263,SW-LAA,-420,VNG-S,รับเอง-ใบชั่วคราว,06/01/17,06/01/17,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002896,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,06/02/17,06/01/17,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002896,SW-LPA,-910,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,06/02/17,06/01/17,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002897,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,06/02/17,06/01/17,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002897,SW-LPA,-910,VNG-S,เมโทรพูลทรัพย์ - ใบชั่วคราว,06/02/17,06/01/17,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002898,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG120012302450,VSDP17002899,SW-LPA,"-1,190.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG280012302450,VSDP17002900,SW-LPA,-38,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG250012302450,VSDP17002900,SW-LPA,-378,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG190012302450,VSDP17002900,SW-LPA,-165,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01S4090012302450,VSDP17002900,SW-LPA,-110,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/02/17,06/01/17,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002901,SW-LPA,-975,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/02/17,06/01/17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002902,SW-LPA,-975,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/06/17,06/01/17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002903,SW-LPA,-975,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/13/17,06/01/17,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012301840,VSDP17002904,SW-LPA,-260,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/03/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG250012302150,VSDP17002904,SW-LPA,-420,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/03/17,06/01/17,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,1PB02NG090012302450,VSDP17002905,SW-LPA,"-1,650.00",VNG-S,บริษัท ที.เอ็ม.พี.วู้ด จำกัด,06/03/17,06/01/17,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,1PB02NG120012302450,VSDP17002906,SW-LPA,"-1,275.00",VNG-S,T.M.P,06/03/17,06/01/17,คุณวัชรชัย
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002907,SW-LPA,"-1,050.00",VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,06/03/17,06/01/17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002908,SW-LPA,"-1,050.00",VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,06/03/17,06/01/17,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG190012302450,VSDP17002909,SW-LPA,-770,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012301840,VSDP17002910,SW-LPA,-130,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302150,VSDP17002910,SW-LPA,-260,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG120012302050,VSDP17002910,SW-LPA,-850,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002911,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG120012302050,VSDP17002912,SW-LPA,"-1,445.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302150,VSDP17002913,SW-LPA,"-1,040.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002914,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/05/17,06/01/17,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002915,SW-LPA,"-1,050.00",VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,06/05/17,06/01/17,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002916,SW-LPA,"-1,050.00",VNG-S,ส่งดีดี-ไทรน้อย ใบชั่วคราว,06/05/17,06/01/17,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,,1PB02NG150012302000,VSDP17002917,SW-LPA,"-1,260.00",VNG-S,โคราช,06/05/17,06/01/17,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,3LP216024420610,VSDL17000743,SW-LUA,-195,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG180012302450,VSDP17002918,SW-LPA,-800,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/06/17,06/01/17,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002919,SW-LPA,"-1,050.00",VNG-S,บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,06/07/17,06/01/17,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,1PB02GG250012302450,VSDP17002920,SW-LPA,-588,VNG-S,ส่ง เดอแกรนด์ ยูบี - ใบชั่วคราว,06/06/17,06/01/17,คุณดำรงศักดิ์
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG120012302450,VSDP17002921,SW-LPA,-350,VNG-S,บริษัท แกรนด์ดิส จำกัด,06/12/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002921,SW-LPA,-680,VNG-S,บริษัท แกรนด์ดิส จำกัด,06/12/17,06/01/17,คุณวิรัช
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002922,SW-LPA,-910,VNG-S,บางบัวทอง,06/12/17,06/01/17,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG250012302450,VSDP17002923,SW-LPA,-630,VNG-S,บางบัวทอง,06/13/17,06/01/17,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG120012302450,VSDP17002924,SW-LPA,"-1,190.00",VNG-S,บางบัวทอง,06/15/17,06/01/17,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG120012302050,VSDP17002925,SW-LPA,"-1,445.00",VNG-S,บางบัวทอง,06/16/17,06/01/17,ดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG120012302450,VSDP17002926,SW-LPA,"-1,275.00",VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/14/17,06/01/17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB01GG120012302450,VSDP17002927,SW-LPA,"-1,275.00",VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,06/16/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002928,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,06/06/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002929,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,06/10/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002930,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,06/15/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002931,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,06/20/17,06/01/17,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002933,SW-LPA,"-1,050.00",VNG-S,บริษัท แกรนด์ดิส จำกัด,06/24/17,06/01/17,คุณวิรัช
บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002932,SW-LPA,"-16,797.00",VNG-S,บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,06/01/17,06/01/17,
