Name,Reference,Issue status,Invoice,Item number,Number,Warehouse,Quantity,Site,,,,
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002781,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,05/30/17,05/26/17,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002782,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,05/30/17,05/26/17,คุณวิรัช
บริษัท ลานนาไม้อัดไทย จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002796,SW-LPA,-70,VNG-S,โกดัง 2,05/29/17,05/29/17,คุณดำรงศักดิ์
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,1BJSK0020159580036VF,VSDB17000089,SW-LBA,-100,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/29/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,1BJSK0020159580039VF,VSDB17000089,SW-LBA,-150,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/29/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,1BJSK0020159580038VF,VSDB17000089,SW-LBA,-50,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/29/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,2F21293051GGA20724LE,VSDF17000946,SW-LFA,-700,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/29/17,คุณสุพัตรา
บจก.วีอาร์ เดคคอร์ แอนด์ อินทีเรียร์,Sales order,On order,,3F20892053EGA10625AZ,VSDF17000950,SW-L3A,"-8,640.00",VNG-S,โครงการ IDEO สุขุมวิท 115,06/01/17,05/30/17,คุณสันติ์สิทธิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,3LP216024420610,VSDL17000713,SW-LUA,-390,VNG-S,รับเอง แจ้งทะเบียนและชื่อภายหลัง,05/30/17,05/30/17,คุณสุภาพ
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,3F20892051GGA30727BO,VSDF17000953,SW-L3A,"-2,400.00",VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,3F20892051GGA10732BO,VSDF17000953,SW-L3A,"-1,920.00",VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,3F20892053GGA30110BO,VSDF17000953,SW-L3A,"-1,440.00",VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,3F20892051GGA10635BO,VSDF17000953,SW-L3A,"-1,440.00",VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,3F20892051GGA30611BO,VSDF17000953,SW-L3A,-480,VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บจก.วิวัฒน์ชัยค้าไม้,Sales order,On order,,2F21293051GGA10732BO,VSDF17000953,SW-LFA,-525,VNG-S,โกดังวิวัฒน์ชัย,06/01/17,05/30/17,คุณสุพัตรา
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02GG250012302450,VSDP17002813,SW-LPA,-42,VNG-S,ส่งพูนธนาทรัพย์คลอง 14 + PB 15 NG,05/30/17,05/30/17,คุณวัชรชัย
บริษัท ดูโฮม จำกัด,Sales order,On order,,2F21293051EGA10732FI,VSDF17000955,SW-LFA,"-3,500.00",VNG-S,ดูโฮม สาขาบางบัวทอง,06/02/17,05/30/17,คุณพิมพ์ลภัทร
บริษัท ดูโฮม จำกัด,Sales order,On order,,2F20892051EGA30717FI,VSDF17000955,SW-LFA,"-3,360.00",VNG-S,ดูโฮม สาขาบางบัวทอง,06/02/17,05/30/17,คุณพิมพ์ลภัทร
บริษัท แสนสิริกิจ เอ็นเตอร์ไพรซ์ จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002814,SW-LPA,"-1,050.00",VNG-S,โกดังวัดเสาธงหิน,05/31/17,05/30/17,คุณวิรัช
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,3LP216022210310,VSDL17000714,SW-LUA,-390,VNG-S,ส่งพร้อมไม้เปลือย คุณประดิษฐ์,06/01/17,05/31/17,คุณสุภาพ
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,3LP219022210310,VSDL17000714,SW-LUA,-275,VNG-S,ส่งพร้อมไม้เปลือย คุณประดิษฐ์,06/01/17,05/31/17,คุณสุภาพ
ห้างหุ้นส่วนจำกัด ไม้สักไทยเฟอร์นิเจอร์,Sales order,On order,,3LPN15021110150,VSDL17000715,SW-LUA,-420,VNG-S,ถ.นวมินทร์,06/01/17,05/31/17,คุณสุภาพ
บริษัท เอ็กซ์คลูซิฟ เฟอร์นิเจอร์ จำกัด,Sales order,On order,,3LP209022210120,VSDL17000716,SW-LUA,-672,VNG-S,บริษัท เอ็กซ์คลูซิฟ เฟอร์นิเจอร์ จำกัด,06/05/17,05/31/17,คุณสุภาพ
บริษัท พร้อม โฮมเซ็นเตอร์ จำกัด,Sales order,On order,,3F20892053EGA30728BO,VSDF17000956,SW-L3A,"-1,440.00",VNG-S,โกดังพร้อมโฮม,06/01/17,05/31/17,คุณสุทธิรักษ์
บริษัท พร้อม โฮมเซ็นเตอร์ จำกัด,Sales order,On order,,3F20892053GGA10623BO,VSDF17000956,SW-L3A,"-1,008.00",VNG-S,โกดังพร้อมโฮม,06/01/17,05/31/17,คุณสุทธิรักษ์
บริษัท พร้อม โฮมเซ็นเตอร์ จำกัด,Sales order,On order,,2F20892053GGA10742BO,VSDF17000956,SW-LFA,"-1,984.00",VNG-S,โกดังพร้อมโฮม,06/01/17,05/31/17,คุณสุทธิรักษ์
บริษัท พร้อม โฮมเซ็นเตอร์ จำกัด,Sales order,On order,,3F20892053EGA10742BO,VSDF17000956,SW-L3A,"-2,736.00",VNG-S,โกดังพร้อมโฮม,06/01/17,05/31/17,คุณสุทธิรักษ์
บริษัท พร้อม โฮมเซ็นเตอร์ จำกัด,Sales order,On order,,3F20892053EGA10623BO,VSDF17000956,SW-L3A,"-1,472.00",VNG-S,โกดังพร้อมโฮม,06/01/17,05/31/17,คุณสุทธิรักษ์
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA10733LE,VSDF17000957,SW-L3A,-960,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA10732LE,VSDF17000957,SW-L3A,-480,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,2F21293051GGA10739LE,VSDF17000957,SW-LFA,-350,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,2F21293051GGA30240LE,VSDF17000957,SW-LFA,-350,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA20724AV,VSDF17000958,SW-L3A,"-1,440.00",VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA10733AV,VSDF17000958,SW-L3A,-960,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA10739AV,VSDF17000958,SW-L3A,-480,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,3F20892051GGA30150AV,VSDF17000958,SW-L3A,-480,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,,2F21293051GGA10739AV,VSDF17000958,SW-LFA,-350,VNG-S,โกดังวัดญวณ ซ.23,06/02/17,05/31/17,คุณสุพัตรา
บจก. เอนเทค สิมิลัน,Sales order,On order,,2F21293051GGA10732BO,VSDF17000959,SW-LFA,-196,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุพัตรา
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,3LP218022210120,VSDL17000717,SW-LUA,-180,VNG-S,แอพโซลูส,06/02/17,05/31/17,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,3LP218022220610,VSDL17000717,SW-LUA,-180,VNG-S,แอพโซลูส,06/02/17,05/31/17,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,3LP218022210120,VSDL17000718,SW-LUA,-180,VNG-S,แอพโซลูส,06/03/17,05/31/17,คุณสุภาพ
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,,3LP218022220610,VSDL17000718,SW-LUA,-180,VNG-S,แอพโซลูส,06/03/17,05/31/17,คุณสุภาพ
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,4MBP2FS060012302450,VSDS17000575,SW-LMA,-495,VNG-S,พร้อม PB,06/01/17,05/31/17,คุณประดิษฐ์
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,4MBP2FS150012302450,VSDS17000575,SW-LMA,-340,VNG-S,พร้อม PB,06/01/17,05/31/17,คุณประดิษฐ์
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,4MBP2FS180012302450,VSDS17000575,SW-LMA,-112,VNG-S,พร้อม PB,06/01/17,05/31/17,คุณประดิษฐ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG250012302150,VSDP17002815,SW-LPA,-714,VNG-S,บางบัวทอง,06/01/17,05/31/17,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,,1PB02GG150012302450,VSDP17002816,SW-LPA,-980,VNG-S,ปากเกร็ด,06/01/17,05/31/17,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG120012302050,VSDP17002817,SW-LPA,"-1,445.00",VNG-S,บางบัวทอง,06/01/17,05/31/17,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,1PB01GG160012302150,VSDP17002818,SW-LPA,"-1,040.00",VNG-S,บางบัวทอง,06/01/17,05/31/17,คุณดำรงศักดิ์
บริษัท โต๊ะจักรไทยประดิษฐ์ (1980) จำกัด,Sales order,On order,,1PB01GG150012302450,VSDP17002819,SW-LPA,-840,VNG-S,ธนพล - ใบชั่วคราว,06/01/17,05/31/17,คุณสุรพงษ์
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,,1PB02GG250012302450,VSDP17002820,SW-LPA,-210,VNG-S,พร้อม MDF,06/01/17,05/31/17,คุณประดิษฐ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002821,SW-LPA,-210,VNG-S,พูนธนาทรัพย์ (คลอง 14),06/01/17,05/31/17,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002821,SW-LPA,-840,VNG-S,พูนธนาทรัพย์ (คลอง 14),06/01/17,05/31/17,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002822,SW-LPA,-70,VNG-S,พูนธนาทรัพย์ (คลอง 14),06/02/17,05/31/17,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002822,SW-LPA,-980,VNG-S,พูนธนาทรัพย์ (คลอง 14),06/02/17,05/31/17,คุณวัชรชัย
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002823,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/01/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002823,SW-LPA,-910,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/01/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002824,SW-LPA,-140,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/01/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002824,SW-LPA,-910,VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/01/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002825,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/02/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002826,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/02/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002827,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/03/17,05/31/17,คุณประดิษฐ์
ภูพนาค้าไม้,Sales order,On order,,1PB02NG150012302450,VSDP17002828,SW-LPA,"-1,050.00",VNG-S,เมโทรพูลทรัพย์-ไทรน้อย,06/03/17,05/31/17,คุณประดิษฐ์
บจก.เพอร์เฟ็คท์ ออฟฟิศเฟอร์นิเจอร์,Sales order,On order,,1PB02NG150012302450,VSDP17002829,SW-LPA,-245,VNG-S,ส่งโรงงานท่าข้าม,06/01/17,05/31/17,คุณสุภาพ
บจก.เพอร์เฟ็คท์ ออฟฟิศเฟอร์นิเจอร์,Sales order,On order,,1PB02NG150012302450,VSDP17002830,SW-LPA,-245,VNG-S,ส่งโรงงานท่าข้าม,06/01/17,05/31/17,คุณสุภาพ
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002831,SW-LPA,-130,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,06/01/17,05/31/17,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,1PB01GG160012302450,VSDP17002831,SW-LPA,-845,VNG-S,ส่งเมโทรท๊อปวู้ด (พระนั่งเกล้า) - ใบชั่วคราว,06/01/17,05/31/17,คุณวัชรชัย
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002832,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,06/02/17,05/31/17,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002832,SW-LPA,-910,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,06/02/17,05/31/17,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002833,SW-LPA,-140,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,06/03/17,05/31/17,คุณประดิษฐ์
บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,Sales order,On order,,1PB02NG150012302450,VSDP17002833,SW-LPA,-910,VNG-S,บริษัท อาร์ เอ็ม ซี เมทัลวู๊ด จำกัด,06/03/17,05/31/17,คุณประดิษฐ์
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,,3F20892053GGA10732HF,VSDF17000960,SW-L3A,-704,VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,06/02/17,05/31/17,คุณสันติ์สิทธิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012301840,VSDP17002834,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002835,SW-LPA,-65,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002835,SW-LPA,-845,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.ฮอฟเฟ็น(ประเทศไทย),Sales order,On order,,3F10892053GGA10732HF,VSDF17000960,SW-L3A,"-8,000.00",VNG-S,โกดังฮอฟเฟ็นลำลูกกาคลอง 8,06/02/17,05/31/17,คุณสันติ์สิทธิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302450,VSDP17002836,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท ฟลอร์เอฟเวอร์ จำกัด,Sales order,On order,,3F20892051GGA30611BO,VSDF17000961,SW-L3A,"-8,640.00",VNG-S,โครงการ L-Park เพชรเกษม 98 เฟส 2,06/02/17,05/31/17,คุณสันติ์สิทธิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG120012302450,VSDP17002837,SW-LPA,"-1,190.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG250012302450,VSDP17002838,SW-LPA,-546,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG160012302150,VSDP17002839,SW-LPA,"-1,040.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG120012302050,VSDP17002840,SW-LPA,"-1,445.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG190012302150,VSDP17002841,SW-LPA,-880,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG250012302450,VSDP17002842,SW-LPA,-588,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,1PB01GG190012302450,VSDP17002843,SW-LPA,-770,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012302450,VSDP17002844,SW-LPA,-910,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012302450,VSDP17002845,SW-LPA,-910,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012301840,VSDP17002846,SW-LPA,"-1,120.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บจก.เดียร์ โดม ดีไซน์ แอนด์ คอนสตรัคชั่น,Sales order,On order,,3F20892051EGA10732BO,VSDF17000962,SW-L3A,-960,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุทธิรักษ์
ภูพนาค้าไม้,Sales order,On order,,4MBP2FS060012302450,VSDS17000576,SW-LMA,"-2,475.00",VNG-S,บางกอก เดคคอน - ใบชั่วคราวส่ง,06/02/17,05/31/17,คุณประดิษฐ์
บจก.เดียร์ โดม ดีไซน์ แอนด์ คอนสตรัคชั่น,Sales order,On order,,3F20892053GGA10722BO,VSDF17000962,SW-L3A,-480,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุทธิรักษ์
บจก.เดียร์ โดม ดีไซน์ แอนด์ คอนสตรัคชั่น,Sales order,On order,,3F20892053GGA10670BO,VSDF17000962,SW-L3A,-960,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุทธิรักษ์
บจก.เดียร์ โดม ดีไซน์ แอนด์ คอนสตรัคชั่น,Sales order,On order,,2F20892053GGA10620BO,VSDF17000962,SW-LFA,-480,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุทธิรักษ์
บจก.เดียร์ โดม ดีไซน์ แอนด์ คอนสตรัคชั่น,Sales order,On order,,2F20892051GGA10617BO,VSDF17000962,SW-LFA,-960,VNG-S,รับสินค้าที่โรงงาน,06/01/17,05/31/17,คุณสุทธิรักษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012301840,VSDP17002847,SW-LPA,"-1,120.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012301840,VSDP17002848,SW-LPA,"-1,120.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,4MBU1S4180012302450,VSDS17000577,SW-LMA,-392,VNG-S,บางบัวทอง,06/01/17,05/31/17,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,4MBU1S4220012302450,VSDS17000577,SW-LMA,-322,VNG-S,บางบัวทอง,06/01/17,05/31/17,ดำรงศักดิ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS150012301840,VSDP17002849,SW-LPA,"-1,120.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS150012302450,VSDS17000578,SW-LMA,"-1,088.00",VNG-S,หลี่หยาง - ใบชั่วคราว,06/05/17,05/31/17,คุณวัชรชัย
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS120012302450,VSDP17002850,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS150012302450,VSDS17000579,SW-LMA,"-1,088.00",VNG-S,หลี่หยาง - ใบชั่วคราว,06/06/17,05/31/17,คุณวัชรชัย
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS120012302450,VSDP17002851,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS150012302450,VSDS17000580,SW-LMA,"-1,088.00",VNG-S,หลี่หยาง - ใบชั่วคราว,06/07/17,05/31/17,คุณวัชรชัย
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS120012301840,VSDP17002852,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,,1PB02FS120012301840,VSDP17002853,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,,4MBP2FS180012302450,VSDS17000581,SW-LMA,-896,VNG-S,หลี่หยาง - ใบชั่วคราว,06/06/17,05/31/17,คุณวัชรชัย
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,3LM419021110120,VSDL17000719,SW-LUA,-110,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,4MBU1S4160012302450,VSDS17000582,SW-LMA,-868,VNG-S,บางบัวทอง,06/14/17,05/31/17,ดำรงศักดิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,,3LP116021110120,VSDL17000720,SW-LUA,-650,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,06/01/17,05/31/17,คุณไกรฤกษ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,4MBU1S4120012302450,VSDS17000583,SW-LMA,-588,VNG-S,บางบัวทอง,06/14/17,05/31/17,ดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,,4MBU1S4250012302450,VSDS17000583,SW-LMA,-280,VNG-S,บางบัวทอง,06/14/17,05/31/17,ดำรงศักดิ์
